query SELECT * FROM [histr],,,,,,,,,,,,,
sort,,,,,,,,,,,,,
columns,text Body,text Name of Body,text Date,text Transaction number,Amount,text Supplier name,text Supplier ID,text VAT reg no,text Expense area,text Expense code,text Expense type,text Costcuk,text Creditor type
,Body,Name of Body,Date,Transaction number,Amount,Supplier name,Supplier ID,VAT reg no,Expense area,Expense code,Expense type,Costcuk,Creditor type
INSERTED DETAIL,18,Devon County Council,13/04/2026,22085454,"3,000.00",SWISCO LIMITED,372188,342339021,P-Ledger - Separate Legal Entity,A62105,Miscellaneous expenditure,P0419001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22085501,"4,500.00",THE WAVE PROJECT,335705,,Communities,A44038,Fees,R0536015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22085522,"3,621.19",WSP UK LIMITED,85394,905054942,"Transport Operations, Environment and Waste",A44038,Fees,R0615001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22085556,"5,528.77",WSP UK LIMITED,85394,905054942,Planning,A44038,Fees,R0620001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22085557,"12,026.60",WSP UK LIMITED,85394,905054942,Capital - Highways,C02011,External Professional Fees,C0671005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22085590,"5,105.46",WSP UK LIMITED,85394,905054942,Planning,A44038,Fees,R0620002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22085604,648.07,WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",C02011,External Professional Fees,C0654001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22085775,940.00,IMPROVING LIVES PLYMOUTH,342740,,People and Culture,A44038,Fees,R0303007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22085824,"249,075.63",VRANCH HOUSE SCHOOL,52422,,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22086241,522.50,ST SIDWELLS CENTRE,65554,,"Economy, Enterprise and Skills",A41905,Catering,R0541001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22086331,"2,070.00",CREDITSAFE BUSINESS SOLUTIONS LIMITED,367593,751845222,Finance & Public Value,A45045,IT Software Maintenance,R0213001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22086415,"36,918.53",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",C02011,External Professional Fees,C0654001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22086654,511.98,GOOSEMOOR FOODSERVICE LIMITED,89008,423789666,Children's Social Care,A44030,Provisions,R0015001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22086910,"4,300.78",GCI NETWORK SOLUTIONS TA NASSTAR,380659,199872429,Transformation & Business Services,A45020,Telephones,R0353008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22088717,526.27,SPEEDADMIN APS,385805,,Transformation & Business Services,A45040,IT Software,R0353008,DCC International
INSERTED DETAIL,18,Devon County Council,13/04/2026,22088748,"39,143.67",KENNFORD TARMACADAM LIMITED,24534,976391178,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,13/04/2026,22088850,"1,661.40",DR N G RYLEY,396753,,"Chief Exec, Legal & Democratic services",A44038,Fees,R0506002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22089522,550.00,DR HELEN ROWE,381282,,Children's Social Care,A61060,Support for Children in Care,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22089572,"1,225.00",MODBURY PARISH COUNCIL,7873,158131322,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0557030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22089589,720.00,USEFULPSYCHOLOGY,373810,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22089647,754.63,HEARNS DARTMOOR BUTCHERY LIMITED,391950,,Inclusion & Learning,A44030,Provisions,R0102001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22089847,"6,068.00",Carey Valley Woodlands & Estate Management,108523,936633014,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,13/04/2026,22089965,"2,886.40",KENNFORD TARMACADAM LIMITED,24534,976391178,Capital - Highways,C02009,Works,C0671006,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,13/04/2026,22089972,"2,886.40",KENNFORD TARMACADAM LIMITED,24534,976391178,Capital - Highways,C02009,Works,C0671006,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,13/04/2026,22089980,"11,503.34",ICE CREATES LIMITED,121640,732833240,Public Health,A57115,Payments to Private Contractors,R0316084,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,22090040,"2,032.73",P H S GROUP LIMITED,86901,542951438,Operations,A20020,Health and Safety,R0269001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,13/04/2026,150410300,"16,000.00",M Group Highways Limited,375383,927200546,Capital - Highways,C02051,Term Maintenance Contract,C0671007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22059924,937.60,NORTH DEVON COUNCIL,8252,144711092,"Transport Operations, Environment and Waste",A49005,Other Hired & Contracting Services,R0589003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22084387,"1,950.00",DWS CONSULTANCY LIMITED,401968,489248632,Children's Social Care,A11013,Interim Management (External Agency),R0129001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22085150,"4,995.16",K S FENCING,340683,503049234,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,14/04/2026,22085584,"11,789.09",CORMAC CONTRACTING LIMITED,364276,247160514,Capital - Highways,C02009,Works,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22090043,"8,700.00",TRANSPOCO,329591,,Highways & Infrastructure Development,A45040,IT Software,R0560005,DCC International
INSERTED DETAIL,18,Devon County Council,15/04/2026,22090299,640.91,ACADEMY21 LIMITED,337165,112432760,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22090376,681.61,WESTCOUNTRY MAINTENANCE SERVICES LIMITED,229952,915005854,Capital - Schools Maintenance & Improvements,C02009,Works,C0658001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,15/04/2026,22090637,545.83,LILIAN WAKE TRADING AS KOALA TREE CHILD THERAPY,374384,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22090707,"28,150.67",IDEAGEN TECHNOLOGY LIMITED,362526,319033033,P-Ledger - Separate Legal Entity,A49092,Audit Fees - other services,P0400001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22090838,"3,040.80",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22090856,"9,640.00",PLYMOUTH HOSPITALS NHS TRUST,27710,654936600,Public Health,A57115,Payments to Private Contractors,R0316041,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22069611,"1,638.63",NORSE SOUTH WEST LIMITED,279741,785421021,Capital - Highways,C02011,External Professional Fees,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22083282,"1,481.96",KENT COUNTY COUNCIL,83992,204269191,Operations,A21005,Electricity,R0268001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22084019,"17,314.35",DEVON PARTNERSHIP NHS TRUST,92211,654400557,Mental Health,A87075,Internal Recharges - Public Health,R0256003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22084437,608.16,PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085054,"363,780.00",SOUTH DEVON COLLEGE,23677,585836291,Dedicated Schools Grant,A53040,Contributions to Educational Estabs (3rd,R0105001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085265,"1,560.00",The Empower School t/a Contact Success,397825,438034602,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085476,"30,435.93",PGL Training (Plumbing) Limited,602016,331998962,"Economy, Enterprise and Skills",A53012,Payments to Independent Units,R0539003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085567,"4,030.00",SKYLARK ADVENTURES LIMITED,391831,387141286,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085607,"1,085.25",Shoots Training Limited,401745,298151963,"Economy, Enterprise and Skills",A44038,Fees,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085614,"2,170.50",Shoots Training Limited,401745,298151963,"Economy, Enterprise and Skills",A44038,Fees,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085620,"1,085.25",Shoots Training Limited,401745,298151963,"Economy, Enterprise and Skills",A44038,Fees,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085622,"3,038.70",Shoots Training Limited,401745,298151963,"Economy, Enterprise and Skills",A44038,Fees,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085700,993.75,NURTURE IN NATURE CHILDREN AND FAMILIES CIC,384801,,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085710,981.27,SYNERTEC LIMITED,399433,736676494,Children's Social Care,A44038,Fees,R0076004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085745,"9,681.28",UNIVERSITY OF PLYMOUTH,5446,168287859,"Economy, Enterprise and Skills",A44038,Fees,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085818,550.00,MADELEINE STEEL,384767,400618539,"Chief Exec, Legal & Democratic services",A44968,Legal & Conveyancing Charges,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085835,"2,188.40",David Trickett T/A Countryside & Garden,21818,409946757,Capital - Highways,C02011,External Professional Fees,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085857,"79,929.00",CITY COLLEGE PLYMOUTH,13507,591390916,Dedicated Schools Grant,A53040,Contributions to Educational Estabs (3rd,R0105001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085863,"1,595.00",NEWTON ABBOT RACES LIMITED,74731,141842384,Children's Social Care,A46050,Conference Expenses,R0116011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085922,"12,429.73",Enerveo Limited,14967,382894546,Capital - Highways,C02009,Works,C0671005,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,14/04/2026,22087329,"5,347.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,A11005,Agency Supply Staff,R0095006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22087416,"3,301.44",MARINE & CIVIL SOLUTIONS LIMITED,283395,431868383,Highways & Infrastructure Development,A46100,Main / Term Contractor,R0554001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,14/04/2026,22087965,"1,734.00",OCEAN HEALTHCARE,371633,776836374,Operations,A11005,Agency Supply Staff,R0240002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22088722,"5,657.50",ACORN CARE & EDUCATION LIMITED,333557,902188441,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22089404,"1,012.50",PERMANENT FUTURES LIMITED,385155,790331045,Commissioning,A11005,Agency Supply Staff,R0466001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22089635,"1,500.00",DR P MCCULLAGH,396754,,"Chief Exec, Legal & Democratic services",A44038,Fees,R0506002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22089863,740.25,OCEAN HEALTHCARE (TRADING AS TAHER LIMITED),346692,776836374,Children's Social Care,A61200,Community based care,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22090222,"50,000.00",CITIZENS ADVICE BUREAU (S HAMS),41449,,Communities,A52010,"Grants to voluntary, community and social enterprise organisations",R0532002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22090298,561.00,ACADEMY21 LIMITED,337165,112432760,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22090311,"5,601.88",M Group Highways Limited,375383,927200546,Capital - Highways,C02011,External Professional Fees,C0671008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22090323,"4,449.60",TUBERS ACADEMY LIMITED,348033,300702466,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22090328,"2,966.40",TUBERS ACADEMY LIMITED,348033,300702466,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22090333,"1,483.20",TUBERS ACADEMY LIMITED,348033,300702466,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22090398,937.21,TJH AUTO LIMITED,295813,801202403,TRAMS Suspense,A30010,Vehicles Repairs,R0549019,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22090420,561.00,ACADEMY21 LIMITED,337165,112432760,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22090526,"3,680.68",MID DEVON DISTRICT COUNCIL,19708,142203912,Highways & Infrastructure Development,A27015,Refuse Collection,R0557002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,14/04/2026,22090529,"2,791.00",JUDITH FINDLAY,400802,,Children's Social Care,A61060,Support for Children in Care,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22063455,"1,125.85",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,A20030,Service Term Contracts,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22065864,530.54,Elmtree Learning Partnership Ltd,601452,494225084,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22077676,"1,292.74",NORSE SOUTH WEST LIMITED,279741,785421021,Capital other - Digital Technology & Business Services,C02011,External Professional Fees,C0651001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22083305,756.00,Curiosity Project,602610,,Children's Social Care,A61060,Support for Children in Care,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084417,"2,432.64",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084431,"1,519.40",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084432,"1,390.81",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084631,"24,000.00",Enerveo Limited,14967,382894546,Finance & Public Value,A44038,Fees,R0210001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084748,871.19,STANBURY RURAL SERVICES LIMITED,359092,306191623,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0557014,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085952,"49,206.34",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,A27010,Contract Cleaning,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22085978,"1,100.00",David Trickett T/A Countryside & Garden,21818,409946757,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0557019,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,17/04/2026,22086011,558.75,ACCESS TO COMMUNICATION,368058,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22086016,597.50,ACCESS TO COMMUNICATION,368058,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22086124,"16,262.29",ABCAS (UK) LIMITED,360376,728793289,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,17/04/2026,22086308,"6,913.26",ALLIED PUBLICITY SERVICES lTD,357678,146494152,"Chief Exec, Legal & Democratic services",A49005,Other Hired & Contracting Services,R0291003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22086321,"2,325.00",The Therapy Adventure,604365,480492870,Children's Social Care,A16015,Staff Training Expenses - Non Payroll,R0014005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22086399,"1,120.00",DOVE PLAY THERAPY LIMITED,376441,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22086417,"1,247.40",REALISE LEARNING AND EMPLOYMENT LIMITED,401700,364816672,"Economy, Enterprise and Skills",A44038,Fees,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22087159,568.00,PSYCHOLOGY ASSOCIATES LIMITED,147932,912873418,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22087182,"3,187.86",S C C,161520,313651680,Children's Social Care,A45015,Postages,R0450001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22087228,"4,709.89",LEAF COMPLEX CARE LIMITED,360974,,Children's Social Care,A61200,Community based care,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22088662,"-2,829.07",MAGDALEN COURT SCHOOL,228429,479823044,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22089029,"1,276.90",Orion-Digital Diagnostics Ltd,382219,,"Chief Exec, Legal & Democratic services",A44038,Fees,R0506002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22089062,"8,952.75",Associated Asphalt Contracting Ltd,601829,400036959,Capital - Highways,C02009,Works,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22089696,"4,330.61",MONICA Y ZAPATA LOPEZ,392518,,Transformation & Business Services,A62000,Supported Accommodation - Child,R0333028,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090317,"1,668.60",TUBERS ACADEMY LIMITED,348033,300702466,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090608,"1,268.75",JOCKEY CLUB RACECOURSES LIMITED,134545,629971981,Inclusion & Learning,A22010,Hire of Rooms,R0681003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090645,796.66,IKEA LIMITED,175140,527773320,Children's Social Care,A40045,Furniture,R0095011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090839,"4,462.50",BLAZE CONCEPTS LIMITED,361469,214035065,Finance & Public Value,A44318,Design and Technical Services DNP,R0202001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090861,925.00,EDGE TRAINING & CONSULTANCY LIMITED,256085,925948874,People and Culture,A44038,Fees,R0303007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090864,925.00,EDGE TRAINING & CONSULTANCY LIMITED,256085,925948874,People and Culture,A44038,Fees,R0303007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090874,925.00,EDGE TRAINING & CONSULTANCY LIMITED,256085,925948874,People and Culture,A44038,Fees,R0303007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090877,"1,850.00",EDGE TRAINING & CONSULTANCY LIMITED,256085,925948874,People and Culture,A44038,Fees,R0303007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090889,"3,742.57",LEXIA EDUCATION SERVICES LIMITED,376344,376218677,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090938,514.21,SOURCE FOR BUSINESS,344710,236873674,Children's Social Care,A24005,Water Services,R0095005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22090994,"19,333.33",CAMBIAN CHILDCARE LIMITED,299178,190023541,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,17/04/2026,22091000,"19,333.33",CAMBIAN CHILDCARE LIMITED,299178,190023541,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084758,619.81,P & I PROPERTY MAINTENANCE,397907,,Children's Social Care,A20010,"Property Repairs, Maintenance & Alterations (Reactive)",R0095003,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084763,"1,451.27",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084767,548.60,CLH GROUP LIMITED,86633,236308223,Operations,A40920,Equipment,R0250001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084768,"1,451.28",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084792,"1,209.40",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084793,"2,055.98",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,A44180,Services for Educational Estabs - Devon,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,15/04/2026,22084825,"50,279.00",WEST DEVON BOROUGH COUNCIL,8280,144823273,P-Ledger - Separate Legal Entity,A47005,"Grants, Contributions & Donations",P0401001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
