query SELECT * FROM [histr],,,,,,,,,,,,,
sort,,,,,,,,,,,,,
columns,text Body,text Name of Body,text Date,text Transaction number,Amount,text Supplier name,text Supplier ID,text VAT reg no,text Expense area,text Expense code,text Expense type,text Costcuk,text Creditor type
,Body,Name of Body,Date,Transaction number,Amount,Supplier name,Supplier ID,VAT reg no,Expense area,Expense code,Expense type,Costcuk,Creditor type
INSERTED DETAIL,18,Devon County Council,30/04/2026,22090364,"375,000.00",Newton Consulting Limited,603169,435668565,Commissioning,A44065,Consultancy Services,R0218002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,30/04/2026,22090395,940.00,CATHERINE FITCH,365407,,Children's Social Care,A61060,Support for Children in Care,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,30/04/2026,22090435,"1,560.00",GRAPEVINE CONNECTS,405508,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,30/04/2026,22090456,"47,000.00",DEVON PARTNERSHIP NHS TRUST,92211,654400557,Mental Health,A52010,"Grants to voluntary, community and social enterprise organisations",R0256001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,30/04/2026,22092278,"28,865.04",YEOMANS LIMITED,22140,834871014,"Capital - Planning, Transportation and Environment",C03008,Vehicles - Cars & Vans,C0656001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,30/04/2026,22094025,"1,226.50",PSYCHOLOGY ASSOCIATES LIMITED,147932,912873418,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,30/04/2026,22094127,"137,431.21",EXETER CITY COUNCIL (FINANCE),4272,142335594,Communities,A52005,Payments to Other Local Authorities,R0528004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,30/04/2026,22094135,"1,120.00",ELAINE NICHOLLES,388061,,P-Ledger - Separate Legal Entity,A61120,Adoptions Allowances,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,30/04/2026,22094407,"1,297.84",ACTION FOR CHILDREN,86729,589629566,Children's Social Care,A61044,Residential Short Breaks,R0046004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087205,"1,143.00",Jennifer Roder Ltd,344982,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087238,926.10,TERRAFARMER AGRICULTURE LIMITED,405152,389325554,"Economy, Enterprise and Skills",A49105,Other Supplies & Services,R0547004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087300,"6,233.43",S C C,161520,313651680,"Transport Operations, Environment and Waste",A45015,Postages,R0588001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087371,"3,381.00",DAN WOOLLACOTT FENCING,358106,278397149,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0554001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087374,"1,200.00",VALUATION OFFICE AGENCY,18662,888848141,Finance & Public Value,A44036,Valuation Fees,R0488001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087375,510.00,WAVE CONNECTION,357133,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087401,"2,326.50",DAN WOOLLACOTT FENCING,358106,278397149,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0552002,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087429,"12,500.00",TEIGN TREES & LANDSCAPES SOUTH WEST LIMITED,209228,250371238,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087432,"1,000.00",THE BIG SHEEP,34362,692129521,Dedicated Schools Grant,A47005,"Grants, Contributions & Donations",R0055001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087434,500.00,NORSE SOUTH WEST LIMITED,279741,785421021,Capital other - Digital Technology & Business Services,C02011,External Professional Fees,C0651001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087464,811.20,NORSE SOUTH WEST LIMITED,279741,785421021,Capital - SEND Schools,C02011,External Professional Fees,C0660001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087513,787.86,NORSE SOUTH WEST LIMITED,279741,785421021,"Capital - Planning, Transportation and Environment",C02011,External Professional Fees,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087527,550.00,NORSE SOUTH WEST LIMITED,279741,785421021,Highways & Infrastructure Development,A89060,Direct Revenue Funding,R0552004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087535,"1,648.97",NORSE SOUTH WEST LIMITED,279741,785421021,Inclusion & Learning,A46100,Main / Term Contractor,R0052001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087543,"1,450.00",KITE THERAPEUTIC LEARNING SERVIC,380287,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087575,"2,792.80",NORSE SOUTH WEST LIMITED,279741,785421021,Capital other - Digital Technology & Business Services,C02011,External Professional Fees,C0651001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087592,"10,620.00",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,A46100,Main / Term Contractor,R0334004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087601,908.50,DAN WOOLLACOTT FENCING,358106,278397149,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0552002,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087604,558.06,NORSE SOUTH WEST LIMITED,279741,785421021,Capital - Highways,C02011,External Professional Fees,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087616,"1,067.46",NORSE SOUTH WEST LIMITED,279741,785421021,Highways & Infrastructure Development,A46100,Main / Term Contractor,R0573002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22087972,740.00,SENSORY BALANCE LIMITED,405405,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22088021,"18,000.00",JB RADFORD PLANT HIRE AND HAULAG,18952,141002147,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089009,500.90,COOK D S DR,288001,250074342,"Chief Exec, Legal & Democratic services",A44038,Fees,R0506002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089051,"2,773.96",SOUTH WEST WATER LIMITED,8450,540465165,"Transport Operations, Environment and Waste",A49005,Other Hired & Contracting Services,R0601001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089495,"4,866.92",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089500,"4,864.08",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089518,"5,939.06",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089526,"4,864.17",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089531,"6,680.74",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089574,900.00,Jennifer Roder Ltd,344982,,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089592,"6,680.74",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089593,"4,864.08",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089596,"4,864.08",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089600,"4,864.08",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089602,"6,680.74",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089603,"4,864.08",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089604,"6,881.17",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089606,"4,864.08",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089728,"4,864.08",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089731,"4,864.08",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089733,"5,939.13",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089736,"4,866.92",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22089740,"6,680.74",THE OUTDOORS GROUP *57*,362971,312604642,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090368,942.86,ACADEMY21 LIMITED,337165,112432760,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090500,999.88,REFUGEE SUPPORT (DEVON) LIMITED,105938,,Communities,A52010,"Grants to voluntary, community and social enterprise organisations",R0530012,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090502,"4,000.00",ST SIDWELLS CENTRE,65554,,Communities,A52010,"Grants to voluntary, community and social enterprise organisations",R0530009,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090503,"9,000.00",ST SIDWELLS CENTRE,65554,,Communities,A52010,"Grants to voluntary, community and social enterprise organisations",R0530012,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090516,"1,143.56",LEXIA EDUCATION SERVICES LIMITED,376344,376218677,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090654,980.10,FIRST CARE AMBULANCE LIMITED,98315,238628481,"Chief Exec, Legal & Democratic services",A49005,Other Hired & Contracting Services,R0506002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090670,"1,808.57",FIRST CARE AMBULANCE LIMITED,98315,238628481,"Chief Exec, Legal & Democratic services",A49005,Other Hired & Contracting Services,R0506002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090822,"5,151.00",MONICA Y ZAPATA LOPEZ,392518,,Transformation & Business Services,A62000,Supported Accommodation - Child,R0333028,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090836,921.87,FIRST CARE AMBULANCE LIMITED,98315,238628481,"Chief Exec, Legal & Democratic services",A49005,Other Hired & Contracting Services,R0506002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090901,519.80,LEXIA EDUCATION SERVICES LIMITED,376344,376218677,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090915,"5,151.00",MONICA Y ZAPATA LOPEZ,392518,,Transformation & Business Services,A62000,Supported Accommodation - Child,R0333028,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090929,"3,306.33",HIGHGATE HILL HOUSE SCHOOL LIMITED,346763,509395958,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22090989,"5,657.50",ACORN CARE & EDUCATION LIMITED,333557,902188441,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22091067,611.13,STAGECOACH DEVON LIMITED,21413,435757819,Transformation & Business Services,A57125,Bus Services,R0334004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22091467,"3,075.00",JOCKEY CLUB RACECOURSES LIMITED,134545,629971981,2024/25 Children's Social Care,A22010,Hire of Rooms,R0037002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22091650,"5,351.54",ACORN CARE & EDUCATION LIMITED,333557,902188441,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22091660,"6,376.94",ACORN CARE & EDUCATION LIMITED,333557,902188441,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22091665,"7,622.68",ACORN CARE & EDUCATION LIMITED,333557,902188441,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22091673,"6,376.94",ACORN CARE & EDUCATION LIMITED,333557,902188441,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22091678,"5,408.33",ACORN CARE & EDUCATION LIMITED,333557,902188441,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,20/04/2026,22091681,"5,408.33",ACORN CARE & EDUCATION LIMITED,333557,902188441,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22085121,900.00,THE CHILD PSYCHOLOGY SERVICE CIC,368451,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22086883,537.50,ALICE KENT,401636,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22086887,833.33,STRAIGHT LINE NUTRITION LIMITED,395221,,"Economy, Enterprise and Skills",A49105,Other Supplies & Services,R0547004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22087293,580.00,EARTH UNCOVERED,390314,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22087361,540.00,EARTH UNCOVERED,390314,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22087399,"1,440.00",COMPANY FILM SOLUTIONS LIMITED,315124,160729215,P-Ledger - Separate Legal Entity,A44038,Fees,P0432003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22087402,"1,511.75",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22087728,559.80,BLEEP 360 CARE LIMITED,360406,355167685,Children's Social Care,A61200,Community based care,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22088941,523.50,BIFFA WASTE SERVICES LIMITED,20272,537911627,Highways & Infrastructure Development,A27015,Refuse Collection,R0550007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22089472,679.33,OCEAN HEALTHCARE,371633,776836374,Operations,A11005,Agency Supply Staff,R0268001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22090572,593.20,KENT COUNTY COUNCIL,83992,204269191,Operations,A21010,Gas,R0253002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22090577,539.47,KENT COUNTY COUNCIL,83992,204269191,Operations,A21010,Gas,R0253001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22090629,"1,580.79",KENT COUNTY COUNCIL,83992,204269191,Operations,A21010,Gas,R0269001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22090773,"10,912.03",KENT COUNTY COUNCIL,83992,204269191,Transformation & Business Services,A21010,Gas,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22090779,806.43,KENT COUNTY COUNCIL,83992,204269191,Children's Social Care,A21010,Gas,R0095003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22090887,"8,782.41",D W M L HOLDINGS LIMITED,345026,823821047,"Transport Operations, Environment and Waste",A46100,Main / Term Contractor,R0605002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22091355,"323,917.86",HEYWOOD LIMITED,25829,862529800,Finance & Public Value,A45005,IT Hardware,R0493001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22091736,"217,365.00",H M REVENUE & CUSTOMS,43301,,"Capital - Economy, Enterprise & Skills",C02006,Stamp Duty,C0648001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22092054,"1,623.72",Berry Therapy Limited,603708,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22092074,733.00,HEYWOOD LIMITED,25829,862529800,Finance & Public Value,A45005,IT Hardware,R0493001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22092153,"56,863.00",KENNFORD TARMACADAM LIMITED,24534,976391178,Capital - Highways,C02009,Works,C0671006,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,21/04/2026,22092155,"5,945.42",KENNFORD TARMACADAM LIMITED,24534,976391178,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,21/04/2026,22092186,"8,300.21",SENDme2work Ltd,601767,424778667,"Economy, Enterprise and Skills",A52010,"Grants to voluntary, community and social enterprise organisations",R0547002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,21/04/2026,22092208,"28,202.71",ABCAS (UK) LIMITED,360376,728793289,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,22/04/2026,22084559,"3,717.00",FOREDOWNE KENNELS & CATTERY,92508,744978772,Mental Health,A49105,Other Supplies & Services,R0256001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22084604,"20,510.55",SWARCO UK & IRELAND LIMITED,13690,568335022,"Capital - Planning, Transportation and Environment",C02009,Works,C0671011,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,22/04/2026,22085629,600.00,S J REED (AGRICULTRAL CONTRCTOR),19332,379430035,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0557002,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,22/04/2026,22085741,675.00,Mercer Artbox,602136,,Children's Social Care,A61120,Adoptions Allowances,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22085990,"1,680.00",LEONE ELLIS THERAPEUTIC SERVICES,398323,,Children's Social Care,A61060,Support for Children in Care,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22086386,818.00,TOR ZAKARIA@HOLDING LITTLE ACORN,398462,,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22086618,710.00,PSYCHOLOGY ASSOCIATES LIMITED,147932,912873418,P-Ledger - Separate Legal Entity,A61060,Support for Children in Care,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22086842,"11,620.51",KEYS PCE LIMITED,363936,927104637,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22086849,"8,469.03",KEYS PCE LIMITED,363936,927104637,Dedicated Schools Grant,A61052,Independent Special School Fees,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22087169,"6,139.80",GLANVILLE CLEANSING LIMITED,26156,402260215,Capital - Highways,C02009,Works,C0652001,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,22/04/2026,22087178,"5,989.63",QUALITY MARKING SERVICES LIMITED,86608,777323994,Highways & Infrastructure Development,A49005,Other Hired & Contracting Services,R0556038,DCC CIS Suppliers
INSERTED DETAIL,18,Devon County Council,22/04/2026,22087188,949.44,CUSTOMER THERMOMETER LIMITED,383480,497252651,Transformation & Business Services,A47010,Subscriptions,R0476003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22087204,527.70,Juliet Hoole,600342,,Children's Social Care,A44038,Fees,R0095007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22087330,"11,009.86",W J SOUTH WEST LIMITED,308541,970783388,Capital - Highways,C02009,Works,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22087366,"4,950.00",INSPIRE SOUTH WEST,326670,,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22087418,"163,480.27",North Devon College (Exeter and North Devon Colleges Group),603346,125451632,Capital - SEND Schools,C02009,Works,C0660001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22087482,"1,200.00",DYS SPACE LIMITED,341799,253749579,Communities,A46100,Main / Term Contractor,R0329001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22087526,509.25,BE YOUR BEST MENTORING LIMITED,385179,426486966,Dedicated Schools Grant,A44185,Other professional Services (Schools),R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
INSERTED DETAIL,18,Devon County Council,22/04/2026,22087536,700.00,COMMUNITY SUPPORT TEAM COMMUNITY INTEREST COMPANY,302088,,Children's Social Care,A61200,Community based care,R0046004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
