Body,Name of Body,Date,Transaction number,Amount,Supplier name,Supplier ID,VAT reg no,Expense area,Expense type,Expense code,Creditor type
18,Devon County Council,30/06/2025,22017326,"2,162.69",WSP UK LIMITED,85394,905054942,"Climate Change, Environment & Transport",Secondments,A10150,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22007993,816.00,PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/06/2025,22008084,846.45,OCEAN HEALTHCARE,371633,776836374,Integrated Adult Social Care,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22009177,871.25,PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,24/06/2025,22015677,999.53,OCEAN HEALTHCARE,371633,776836374,Integrated Adult Social Care,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/06/2025,22008000,"1,224.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,10/06/2025,22007991,"1,241.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,10/06/2025,22009168,"1,428.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/06/2025,22010983,"1,428.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/06/2025,22004419,"1,813.50",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,25/06/2025,22014543,"1,814.75",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,25/06/2025,22014541,"2,159.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,18/06/2025,22013291,"2,533.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22011951,"2,663.50",TILE H INTERIM & EXECUTIVE LIMITED,378196,257523200,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,10/06/2025,22007996,"4,632.50",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,10/06/2025,22009173,"4,819.50",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2025,22005132,"5,873.50",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,17/06/2025,22010984,"5,916.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22001827,"6,523.50",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/06/2025,22004419,"6,523.50",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,25/06/2025,22014526,"6,978.50",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22011951,"8,136.50",TILE H INTERIM & EXECUTIVE LIMITED,378196,257523200,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,18/06/2025,22013290,"8,296.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,27/06/2025,22009181,"9,835.00",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22007123,"11,918.25",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/06/2025,22007988,"14,562.50",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children & Young People's Futures,Agency Supply Staff,A11005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,10/06/2025,22012140,"4,807.30",VF Consultants Limited,600473,488742435,Finance & Public Value,Interim Management (External Agency),A11013,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,25/06/2025,22017591,"2,067.80",BARNARDOS (NON-VAT INVOICES),260089,507477337,P-Ledger - Separate Legal Entity,Other Employee Expenses,A12510,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/06/2025,22013681,"2,881.00",D B S BASIC CHECKS,350747,,People and Culture,Other Employee Expenses,A12510,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/06/2025,22018304,"3,891.95",CANTIUM BUSINESS SOLUTIONS LIMITED,354810,294540288,People and Culture,Other Employee Expenses,A12510,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/06/2025,22009734,"4,108.30",CANTIUM BUSINESS SOLUTIONS LIMITED,354810,294540288,People and Culture,Other Employee Expenses,A12510,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/06/2025,22007224,"2,000.00",OXFORD COLLEGE OF MANAGEMENT,406116,718160054,"Climate Change, Environment & Transport",Staff Training Expenses - Payroll,A16005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/06/2025,22011925,"2,000.00",OXFORD COLLEGE OF MANAGEMENT,406116,718160054,"Climate Change, Environment & Transport",Staff Training Expenses - Payroll,A16005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,26/06/2025,22015122,675.00,PRESCRIPTION TRAINING COMPANY LIMITED,272828,917151633,Integrated Adult Social Care,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22011576,865.00,BRITISH RED CROSS (PAISLEY),143054,706926227,"Climate Change, Environment & Transport",Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,26/06/2025,22015122,895.00,PRESCRIPTION TRAINING COMPANY LIMITED,272828,917151633,Integrated Adult Social Care,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/06/2025,22015708,960.00,E-Voice Speech Recognition Ltd,600503,920 9118 40,Integrated Adult Social Care,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,25/06/2025,22016798,"2,300.00",Kathryn Rees Ltd,600345,,Children & Young People's Futures,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,12/06/2025,22011453,"2,875.00",Kathryn Rees Ltd,600345,,Children & Young People's Futures,Staff Training Expenses - Non Payroll,A16015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,12/06/2025,22009706,"3,330.00",ASSOCIATION OF DIRECTORS OF ADULT SOCIAL SERVICES,261698,,Integrated Adult Social Care,Staff Professional Membership Fees Non Payroll,A16020,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/06/2025,22015393,"55,840.00",NATIONAL PUBLIC TRANSPORT INFORMATION LIMITED,75623,777780763,"Climate Change, Environment & Transport",Staff Professional Membership Fees Non Payroll,A16020,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22012678,"3,416.53",TEACHERS PENSIONS (ACC *****398),281468,,Children & Young People's Futures,Pension Payments - Unfunded,A18001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22012678,"112,552.52",TEACHERS PENSIONS (ACC *****398),281468,,Children & Young People's Futures,Pension Payments - Unfunded,A18001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,27/06/2025,22010568,530.00,NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,"Property Repairs, Maintenance & Alterations (programmed)",A20005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22013040,658.78,CANNINGS & SON LIMITED I J,14467,192803203,Transformation & Business Services,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,18/06/2025,22010835,"1,664.00",WESTCOUNTRY MAINTENANCE SERVICES LIMITED,229952,915005854,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,27/06/2025,22002629,"2,055.84",WESTCOUNTRY MAINTENANCE SERVICES LIMITED,229952,915005854,Transformation & Business Services,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,18/06/2025,22010843,"2,093.50",WESTCOUNTRY MAINTENANCE SERVICES LIMITED,229952,915005854,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,04/06/2025,22011819,"2,127.34",CORVER LIMITED,370288,744698681,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,16/06/2025,22010598,"2,631.70",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,"Property Repairs, Maintenance & Alterations (programmed)",A20005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/06/2025,22014450,"3,500.63",WESTCOUNTRY MAINTENANCE SERVICES LIMITED,229952,915005854,Transformation & Business Services,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,02/06/2025,22012055,"4,201.00",NOCK BEN LIMITED,253420,754769188,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,10/06/2025,22008629,"31,050.78",BELL DECORATING GROUP LIMITED,320709,469453353,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,19/06/2025,22015260,"66,512.61",BELL DECORATING GROUP LIMITED,320709,469453353,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (programmed)",A20005,DCC CIS Suppliers
18,Devon County Council,16/06/2025,22010553,536.29,NORSE SOUTH WEST LIMITED,279741,785421021,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (Reactive)",A20010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,27/06/2025,22013685,795.00,TEIGN TREES & LANDSCAPES SOUTH WEST LIMITED,209228,250371238,"Climate Change, Environment & Transport","Property Repairs, Maintenance & Alterations (Reactive)",A20010,DCC CIS Suppliers
18,Devon County Council,12/06/2025,22009723,815.80,P & I PROPERTY MAINTENANCE,397907,,Children & Young People's Futures,"Property Repairs, Maintenance & Alterations (Reactive)",A20010,DCC CIS Suppliers
18,Devon County Council,16/06/2025,22011145,881.96,CANNINGS & SON LIMITED I J,14467,192803203,Transformation & Business Services,"Property Repairs, Maintenance & Alterations (Reactive)",A20010,DCC CIS Suppliers
18,Devon County Council,10/06/2025,22007831,847.95,UNIVERSAL SMART CARDS LIMITED,98108,782521426,Transformation & Business Services,Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,23/06/2025,22013772,"2,009.47",FULLSTOP FIRE & SECURITY LIMITED,175778,776842676,Transformation & Business Services,Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/06/2025,22010586,"2,664.00",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,18/06/2025,22011286,"3,719.75",RED ELEPHANT GROUP LIMITED,322497,305375125,Transformation & Business Services,Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/06/2025,22010531,"5,904.50",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,Security / Surveillance Equipment Maintenance,A20015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,26/06/2025,22013809,"1,402.24",HELEN SMART,373015,,"Climate Change, Environment & Transport",Service Term Contracts,A20030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,10/06/2025,22007598,"1,408.26",HELEN SMART,373015,,"Climate Change, Environment & Transport",Service Term Contracts,A20030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22012644,"187,468.00",LIVING OPTIONS DEVON,140334,436098381,Integrated Adult Social Care,Service Term Contracts,A20030,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22012471,"1,416.85",CERTAS ENERGY TRADING AS EMO OILS,314127,844283419,Children & Young People's Futures,Heating Oil,A21015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,20/06/2025,22005478,894.46,SAFESTORE LIMITED,150134,722887607,Performance & Partnerships,Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,26/06/2025,22013659,894.46,SAFESTORE LIMITED,150134,722887607,Performance & Partnerships,Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2025,22007853,"1,250.00",BLACKDOWN HEALTHY LIVING AND ACTIVITY CENTRE,60735,,"Climate Change, Environment & Transport",Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,17/06/2025,22008624,"5,009.99",EXETER COLLEGE (HELE ROAD),6141,585825201,"Public Health, Communities & Prosperity",Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,26/06/2025,22017282,"5,009.99",EXETER COLLEGE (HELE ROAD),6141,585825201,"Public Health, Communities & Prosperity",Building Rents,A22005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,24/06/2025,22013945,500.00,WOOLWELL CENTRE,58349,,Transformation & Business Services,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22013934,507.00,ST SIDWELLS CENTRE,65554,,Performance & Partnerships,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22008302,595.00,WESTBANK COMMUNITY HEALTH & CARE,65217,277497150,Transformation & Business Services,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22015617,602.50,ST SIDWELLS CENTRE,65554,,Performance & Partnerships,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,23/06/2025,22007962,606.67,TIVERTON HOTEL LIMITED,188311,927388876,Children & Young People's Futures,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22012315,655.00,LIBRARIES UNLIMITED SOUTH WEST,334595,235429115,Performance & Partnerships,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22008699,705.00,SOUTH HAMS DISTRICT COUNCIL,8255,142204125,"Chief Exec, Legal & Democratic services",Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,25/06/2025,22014176,748.00,WESTBANK COMMUNITY HEALTH & CARE,65217,277497150,Transformation & Business Services,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/06/2025,22015920,930.08,NEWCOURT COMMUNITY CENTRE,298596,,Transformation & Business Services,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/06/2025,22014359,990.00,DEVONPORT ROYAL DOCKYARD LIMITED,369964,464832920,P-Ledger - Separate Legal Entity,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22007052,"1,000.00",KINGSTEIGNTON MEDICAL PRACTICE,23416,,Transformation & Business Services,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22012459,"1,627.50",JOCKEY CLUB RACECOURSES LIMITED,134545,629971981,Children & Young People's Futures,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,24/06/2025,22007568,"3,000.00",WESTPOINT CENTRE (DEVON) LIMITED,6392,585601525,People and Culture,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2025,22011641,"3,125.00",BIDEFORD MEDICAL CENTRE,22608,,"Public Health, Communities & Prosperity",Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22012458,"4,882.50",JOCKEY CLUB RACECOURSES LIMITED,134545,629971981,Children & Young People's Futures,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,12/06/2025,22015194,"5,553.00",LIBRARIES UNLIMITED SOUTH WEST,334595,235429115,Performance & Partnerships,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22012346,"5,924.80",LIBRARIES UNLIMITED SOUTH WEST,334595,235429115,Performance & Partnerships,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22011786,"7,806.25",BIDEFORD MEDICAL CENTRE,22608,,"Public Health, Communities & Prosperity",Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/06/2025,22009498,"8,817.50",EXETER RUGBY CHIEFS,34972,918551313,Children & Young People's Futures,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/06/2025,22012456,"8,898.00",JOCKEY CLUB RACECOURSES LIMITED,134545,629971981,Children & Young People's Futures,Hire of Rooms,A22010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/06/2025,22010609,740.00,CORVER LIMITED,370288,744698681,Children & Young People's Futures,Fixtures & Fittings,A25005,DCC CIS Suppliers
18,Devon County Council,16/06/2025,22011824,"1,341.00",Woodberry of Leamington Spa,600486,775908185,"Climate Change, Environment & Transport",Fixtures & Fittings,A25005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,18/06/2025,22012409,"4,433.33",KINGS CARPETS DEVON LIMITED,51459,142437485,Children & Young People's Futures,Fixtures & Fittings,A25005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22011423,"9,265.73",WGP MAINTENANCE LIMITED,397367,948500609,Children & Young People's Futures,Fixtures & Fittings,A25005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,04/06/2025,22002864,563.77,NORSE SOUTH WEST LIMITED,279741,785421021,Performance & Partnerships,Contract Cleaning,A27010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22014017,538.18,PEAKE (GB) LIMITED,19787,557739394,Integrated Adult Social Care,Refuse Collection,A27015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,24/06/2025,22016723,"12,198.86",IDVERDE LIMITED,24676,190173669,Finance & Public Value,Other Premises Costs,A29015,DCC CIS Suppliers
18,Devon County Council,26/06/2025,22013732,550.00,CAR BODY SHOP EXETER LIMITED,313414,404443528,Non-Services,Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22012713,600.00,CAR BODY SHOP EXETER LIMITED,313414,404443528,Non-Services,Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/06/2025,22010418,624.00,GR POOK ENGINEERING LIMITED,387085,529754215,Non-Services,Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2025,22011745,"1,310.89",COVY LIMITED/ TRADING AS GARAGE SERVICES,390598,429102322,Non-Services,Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2025,22007609,"1,863.88",LIMITED ACCESS,211442,,"Climate Change, Environment & Transport",Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,11/06/2025,22014516,"2,267.80",JAS CARS LIMITED,114237,730168358,"Climate Change, Environment & Transport",Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,25/06/2025,22014201,"2,378.62",CAR BODY SHOP EXETER LIMITED,313414,404443528,Non-Services,Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22014510,"4,641.40",JAS CARS LIMITED,114237,730168358,"Climate Change, Environment & Transport",Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,11/06/2025,22014516,"4,641.40",JAS CARS LIMITED,114237,730168358,"Climate Change, Environment & Transport",Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22015246,"16,207.38",T J H AUTO LIMITED,295813,801202403,"Climate Change, Environment & Transport",Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,16/06/2025,22014891,"20,178.08",COVY LIMITED/ TRADING AS GARAGE SERVICES,390598,429102322,"Climate Change, Environment & Transport",Vehicles Repairs,A30010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22014065,511.85,ASHBURTON MOTOR WORKS,388986,744816710,Children & Young People's Futures,Vehicle Fuel,A30015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/06/2025,22013336,"34,012.09",FUELCARD SERVICES LIMITED,326358,447765312,"Climate Change, Environment & Transport",Vehicle Fuel,A30015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22015433,"41,417.68",FUELCARD SERVICES LIMITED,326358,447765312,"Climate Change, Environment & Transport",Vehicle Fuel,A30015,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/06/2025,22009972,590.00,EXE VALLEY MARKET BUSINESS,195363,,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,19/06/2025,22013116,604.52,NEWTON ABBOT CTA,12975,931683808,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,13/06/2025,22009770,800.62,ILFRACOMBE COMMUNITY TRANSPORT,192772,,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2025,22007746,"3,496.91",DEALTOP LIMITED TRADING AS DARTLINE COACHES,11216,456125651,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2025,22011908,"4,901.24",HATCH GREEN GARAGE LIMITED,249457,927463209,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/06/2025,22011532,"6,276.91",FIRST SOUTH WEST LIMITED,136207,464644528,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,30/06/2025,22014521,"7,141.77",PLYMOUTH CITYBUS LIMITED,13532,447433443,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/06/2025,22008718,"8,579.67",PLYMOUTH CITYBUS LIMITED,13532,447433443,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22013779,"9,324.17",STAGECOACH DEVON LIMITED,21413,435757819,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22013784,"13,401.08",STAGECOACH DEVON LIMITED,21413,435757819,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/06/2025,22011536,"15,541.66",FIRST HAMPSHIRE & DORSET LIMITED,359391,464644528,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/06/2025,22010769,"28,400.48",COUNTRY BUS,138680,631080871,"Climate Change, Environment & Transport",Contract Hire Scheme,A32010,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/06/2025,22009722,"1,026.45",DEALTOP LIMITED TRADING AS DARTLINE COACHES,11216,456125651,Non-Services,Hired Transport Recharges - FPP,A32505,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,06/06/2025,22008946,"1,633.12",DART PLEASURE CRAFT LIMITED,5238,144899521,Non-Services,Hired Transport Recharges - FPP,A32505,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/06/2025,22008745,"4,022.30",PLYMOUTH CITYBUS LIMITED,13532,447433443,Non-Services,Hired Transport Recharges - FPP,A32505,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,11/06/2025,22011451,"6,270.80",TALLY HO COACHES LIMITED,227374,834745411,Non-Services,Hired Transport Recharges - FPP,A32505,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/06/2025,22008724,"8,113.95",TAW & TORRIDGE COACHES,5170,284376233,Non-Services,Hired Transport Recharges - FPP,A32505,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
