Body,Name of Body,Date,Transaction number, Amount ,Supplier name,Supplier ID,VAT reg no,Expense area,Expense type,Expense code,Costcuk,Creditor type
18,Devon County Council,02/12/2025,22048941, 627.82 ,W J SOUTH WEST LIMITED,308541,970783388,Highways & Infrastructure Development,Other Hired & Contracting Services,A49005,R0556012,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22050716, 650.00 ,Card Geotechnics Limited (CGL),600543,655182626,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0671012,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22051808, 695.00 ,SPECTRUM MANAGEMENT/TRAINING SRV,168690,944000168,Mental Health,Fees,A44038,R0256001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22048128, 698.94 ,KEYHOLE LOCKSMITHS,374511,450570313,P-Ledger - Separate Legal Entity,Equipment (Care),A61054,P0391002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054728, 725.65 ,NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22051818, 735.00 ,SPECTRUM MANAGEMENT/TRAINING SRV,168690,944000168,People and Culture,Fees,A44038,R0303008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054326, 775.07 ,NEWCOURT COMMUNITY CENTRE,298596,,Public Health Nursing,Other Supplies & Services,A49105,R0019003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22051574, 805.00 ,ALAN FULLER CARE OF ALBION CHAMBERS,396739,650494043,Other PH Services,Legal & Conveyancing Charges,A44968,R0548001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22049408, 845.25 ,SOUTHWEST INTERVENTION SERVICES,333291,440830321,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22047747, 850.00 ,DODDS SOLICITORS LLP,394172,729928286,"Chief Exec, Legal & Democratic services",Legal & Conveyancing Charges,A44968,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22046617, 876.21 ,STORMPRESS,122181,321041328,Children's Social Care,Printing,A43010,R0109001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22017116, 916.62 ,TEAM EDUCATE LIMITED BACS,371802,336808777,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22017123, 916.62 ,TEAM EDUCATE LIMITED BACS,371802,336808777,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22038127, 930.05 ,LEXIA EDUCATION SERVICES LIMITED,376344,376218677,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22047802, 935.64 ,LEXIA EDUCATION SERVICES LIMITED,376344,376218677,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054796," 1,050.00 ",Graze and S'more Catering,602640,,Children's Social Care,Catering,A41905,R0076004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22044638," 1,072.50 ",Disability Together,140334,436098381,Commissioning,Payments to Charities & Vol Providers,A62110,R0218002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054329," 1,134.42 ",NEWCOURT COMMUNITY CENTRE,298596,,Public Health Nursing,Other Supplies & Services,A49105,R0019003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054594," 1,154.64 ",ARMADA SOCIAL WORK SERVICES LIMITED,382784,395853540,"Chief Exec, Legal & Democratic services",Fees,A44038,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054153," 1,166.67 ",CORE CREATIVE EDUCATION COMMUNITY INTEREST COMPANY,388378,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054208," 1,250.00 ",R CHAPMAN CARE OF MAGDALEN CHAMBERS,388824,802370565,"Chief Exec, Legal & Democratic services",Legal & Conveyancing Charges,A44968,R0274001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22051343," 1,529.05 ",WESTCOUNTRY MAINTENANCE SERVICES LIMITED,229952,915005854,Capital - Schools Maintenance & Improvements,Works,C02009,C0658001,DCC CIS Suppliers
18,Devon County Council,02/12/2025,22045100," 1,589.40 ",SUPPORT'ED LIMITED,352913,373393085,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22051818," 1,590.00 ",SPECTRUM MANAGEMENT/TRAINING SRV,168690,944000168,People and Culture,Fees,A44038,R0303008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22049512," 1,642.20 ",PSYCHOLOGY ASSOCIATES LIMITED (SALTASH),147932,912873418,"Chief Exec, Legal & Democratic services",Fees,A44038,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22052427," 1,764.00 ",OCEAN HEALTHCARE (TRADING AS TAHER LIMITED),346692,776836374,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22053944," 1,764.00 ",OCEAN HEALTHCARE (TRADING AS TAHER LIMITED),346692,776836374,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22053946," 1,764.00 ",OCEAN HEALTHCARE (TRADING AS TAHER LIMITED),346692,776836374,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054769," 1,834.00 ",Clara's Cattery,602903,,Mental Health,Other Supplies & Services,A49105,R0256001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054677," 1,874.56 ",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22048101," 1,933.26 ",NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,Main / Term Contractor,A46100,R0334004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22050091," 2,000.00 ",Journeys That Care,602374,,Inclusion & Learning,Fees,A44038,R0006008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22051718," 2,537.50 ",EXETER RUGBY CLUB LTD,34972,918551313,"Transport Operations, Environment and Waste",Hire of Rooms,A22010,R0611003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054537," 2,660.00 ",BioGains Ltd,602261,410457823,Capital - SEND Schools,External Professional Fees,C02011,C0660001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22045292," 2,750.00 ",NURTURE IN NATURE CHILDREN AND FAMILIES CIC,384801,,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054350," 2,906.00 ",THOMAS TELFORD LIMITED,82165,240877747,Highways & Infrastructure Development,Staff Training Expenses - Non Payroll,A16015,R0570001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054504," 3,089.00 ",BIDEFORD CARPET & FRNISHING CENTRE,68337,143078480,Children's Social Care,Fixtures & Fittings,A25005,R0095003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054330," 3,300.00 ",UX2 LIMITED,388014,235329022,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22052876," 3,962.29 ",MID DEVON DISTRICT COUNCIL,19708,142203912,"Transport Operations, Environment and Waste",Main / Term Contractor,A46100,R0596002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22045300," 4,095.00 ",NURTURE IN NATURE CHILDREN AND FAMILIES CIC,384801,,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054626," 4,297.12 ",ON TRACK EDUCATION (BURSARY PMTS),286081,478730844,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054204," 4,301.00 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Agency Supply Staff,A11005,R0095004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054793," 4,310.00 ",WAVE MULTI ACADEMY TRUST,356576,163418709,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010013,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22053132," 4,681.04 ",PHOENIX LEARNING & CARE LIMITED,100780,480641981,Operations,Residential Care - Long Stay,A57140,R0227063,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054648," 4,708.65 ",SPAGHETTI BRIDGE LIMITED,377380,478673138,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054678," 4,708.67 ",SPAGHETTI BRIDGE LIMITED,377380,478673138,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054683," 4,708.67 ",SPAGHETTI BRIDGE LIMITED,377380,478673138,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054697," 4,708.67 ",SPAGHETTI BRIDGE LIMITED,377380,478673138,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054681," 4,716.52 ",SPAGHETTI BRIDGE LIMITED,377380,478673138,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054669," 4,716.54 ",SPAGHETTI BRIDGE LIMITED,377380,478673138,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054712," 4,716.54 ",SPAGHETTI BRIDGE LIMITED,377380,478673138,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054723," 4,716.54 ",SPAGHETTI BRIDGE LIMITED,377380,478673138,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22045296," 5,500.00 ",NURTURE IN NATURE CHILDREN AND FAMILIES CIC,384801,,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22053128," 5,521.84 ",PHOENIX LEARNING & CARE LIMITED,100780,480641981,Operations,Residential Care - Long Stay,A57140,R0227063,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22053137," 5,521.84 ",PHOENIX LEARNING & CARE LIMITED,100780,480641981,Operations,Residential Care - Long Stay,A57140,R0227063,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22051659," 6,562.15 ",WESTCOUNTRY MAINTENANCE SERVICES LIMITED,229952,915005854,Capital - Schools Maintenance & Improvements,Works,C02009,C0658001,DCC CIS Suppliers
18,Devon County Council,02/12/2025,22054342," 7,525.00 ",THE COLLABORATE I COMMUNITY INTEREST COMPANY,392512,182584483,Communities,"Grants to voluntary, community and social enterprise organisations",A52010,R0533001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22049648," 7,693.25 ",S L R CONSULTING LIMITED,243733,844295801,Capital - Children & Schools Expansions,Works,C02009,C0657001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22049411," 8,190.00 ",SOUTHWEST INTERVENTION SERVICES,333291,440830321,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22050224," 9,037.71 ",AIDS4DAILYLIVING,139021,143365478,P-Ledger - Separate Legal Entity,Equipment (Care),A61054,P0391002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22048592," 10,612.00 ",ACCESS COMMUNICATION SERVICES,352622,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054689," 10,830.00 ",ON TRACK EDUCATION (BURSARY PMTS),286081,478730844,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22040383," 50,000.00 ",BRAUNTON SCHOOL & COMMUNITY ACADEMY,251057,,Capital - Children & Schools Expansions,Works,C02009,C0657001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22054139," 58,043.29 ",E & J W GLENDINNING LIMITED,62732,668406312,Capital - Highways,Works,C02009,C0671006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/12/2025,22051181," 531,627.26 ",E & J W GLENDINNING LIMITED,62732,668406312,Capital - Highways,Works,C02009,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/12/2025,22050270, 500.00 ,Neuro Inclusive Solutions LTD,601867,,People and Culture,Staff Training Expenses - Non Payroll,A16015,R0303005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/12/2025,22053935, 551.25 ,SOUTHWEST INTERVENTION SERVICES,333291,440830321,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/12/2025,22054312, 618.96 ,COVY LIMITED/ TRADING AS GARAGE SERVICES,390598,429102322,Children's Social Care,Vehicles Repairs,A30010,R0095005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/12/2025,22055276, 720.00 ,AVISON YOUNG,359709,897389636,P-Ledger - Separate Legal Entity,Fees,A44038,P0423004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/12/2025,22050481, 815.00 ,SENSORY BALANCE LIMITED,405405,,P-Ledger - Separate Legal Entity,Support for Children in Care,A61060,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/12/2025,22051286, 899.00 ,EAST DEVON TREE CARE LIMITED,228651,913162846,Highways & Infrastructure Development,Other Hired & Contracting Services,A49005,R0553005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/12/2025,22050505, 900.00 ,ESTEEM TEAM COMMUNITY INTEREST COMPANY,366509,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/12/2025,22054660," 1,000.00 ",DWF LAW LLP,397184,258955939,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0654001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,03/12/2025,22050474," 1,041.67 ",Cap + Stone Limited,602383,,"Economy, Enterprise and Skills",Promotions,A49040,R0539001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
