Body,Name of Body,Date,Transaction number, Amount ,Supplier name,Supplier ID,VAT reg no,Expense area,Expense type,Expense code,Costcuk,Creditor type
18,Devon County Council,08/12/2025,22050316," 1,950.00 ",DWS CONSULTANCY LIMITED,401968,489248632,Children's Social Care,Interim Management (External Agency),A11013,R0129001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053698," 1,997.00 ",WSP UK LIMITED,85394,905054942,"Transport Operations, Environment and Waste",Fees,A44038,R0614001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054582," 2,220.00 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054586," 2,220.00 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051218," 2,223.20 ",RIVIERA TUITION,344475,292439870,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054547," 2,238.00 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054563," 2,238.00 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054585," 2,238.00 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054529," 2,242.50 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054569," 2,256.00 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054571," 2,256.00 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051273," 2,275.00 ",RSK HI-LINE LIMITED,71745,397835628,Capital - Highways,Works,C02009,C0671008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050815," 2,290.75 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0656001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053592," 2,311.97 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053549," 2,326.63 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053657," 2,365.50 ",BEES UK LIMITED,355821,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22055196," 2,390.44 ",WSP UK LIMITED,85394,905054942,Planning,Fees,A44038,R0620001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051395," 2,405.00 ",SENSORY CONNECTIONS LIMITED (C.WEST),383865,,Children's Social Care,Fees,A44038,R0015004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22049176," 2,422.60 ",SME HCI LIMITED TRADING AS VIVUP,397379,477991617,People and Culture,Other Supplies & Services,A49105,R0502001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051562," 2,444.35 ",BE YOUR BEST MENTORING LIMITED,385179,426486966,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053531," 2,476.43 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053590," 2,488.56 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051376," 2,537.00 ",TEIGN TREES & LANDSCAPES SOUTH WEST LIMITED,209228,250371238,Planning,Main / Term Contractor,A46100,R0620001,DCC CIS Suppliers
18,Devon County Council,08/12/2025,22050811," 2,610.64 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053624," 2,629.90 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051384," 2,775.00 ",SIMPLY GREAT MEDIA,367788,479704936,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053711," 2,779.30 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22055331," 2,791.90 ",PROMIND CARE LIMITED,404732,,Operations,Fees,A44038,R0222002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051190," 2,811.90 ",RIVIERA TUITION,344475,292439870,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054219," 2,845.71 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051633," 2,854.50 ",TRINITY SCHOOL,62170,481002235,Dedicated Schools Grant,Independent Special School Fees,A61052,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050409," 2,868.05 ",VALLEY MOBILITY SERVICES LIMITED,87203,728762990,P-Ledger - Separate Legal Entity,Equipment (Care),A61054,P0391002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053632," 2,914.41 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053699," 2,923.06 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0671012,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22056649," 2,950.00 ",FPCR ENVIRONMENT & DESIGN LIMITED,366998,983185485,Capital - Highways,Works,C02009,C0671008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053420," 3,049.82 ",WSP UK LIMITED,85394,905054942,Planning,Fees,A44038,R0577002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051157," 3,200.00 ",CAPITA BUSINESS SERVICES LIMITED,18974,618184140,Transformation & Business Services,Communications,A45025,R0353008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053652," 3,241.90 ",WSP UK LIMITED,85394,905054942,Planning,Fees,A44038,R0577002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051209," 3,300.00 ",GARNESS CONTRACTING LIMITED,301695,996906351,Capital - Highways,Works,C02009,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053713," 3,310.36 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053545," 3,391.23 ",WSP UK LIMITED,85394,905054942,Highways & Infrastructure Development,Fees,A44038,R0556026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053444," 3,434.23 ",WSP UK LIMITED,85394,905054942,Planning,Fees,A44038,R0577002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050368," 3,450.00 ",SIMPLY GREAT MEDIA,367788,479704936,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051538," 3,450.00 ",SIMPLY GREAT MEDIA,367788,479704936,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051547," 3,450.00 ",SIMPLY GREAT MEDIA,367788,479704936,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053602," 3,459.54 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054552," 3,534.00 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051158," 3,535.00 ",CAPITA BUSINESS SERVICES LIMITED,18974,618184140,Transformation & Business Services,Communications,A45025,R0353008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22054591," 3,553.50 ",PROMOTING INDEPENDENT CARE LIMITED,376159,,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053448," 3,780.00 ",WSP UK LIMITED,85394,905054942,Planning,Fees,A44038,R0620002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22048759," 4,070.48 ",HIRE STATION LIMITED/ESS SAFEFRC,354365,700949834,Capital - Highways,Works,C02009,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051563," 4,074.00 ",BE YOUR BEST MENTORING LIMITED,385179,426486966,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053432," 4,120.97 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053641," 4,166.60 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053628," 4,168.60 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051721," 4,250.00 ",APPROPRIATE ADULT SERVICE LIMITED,348287,243580216,Children's Social Care,Fees,A44038,R0014001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050810," 4,263.82 ",WSP UK LIMITED,85394,905054942,Planning,Fees,A44038,R0577002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053436," 4,298.67 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053447," 4,623.78 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050422," 4,900.00 ",NATURE'S CHALLENGE COMMUNITY INTEREST COMPANY,351251,,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053627," 4,948.02 ",WSP UK LIMITED,85394,905054942,Planning,Fees,A44038,R0620001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051274," 4,956.50 ",CATHERINE GIFFORD,389811,,Children's Social Care,Support for Children in Care,A61060,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22056652," 4,970.00 ",Experience Community CIC,601897,381945956,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0656001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053631," 4,980.14 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051361," 4,987.50 ",HORWOOD COOMBE INSPIRE LIMITED,315946,481864066,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051348," 5,000.00 ",FRANCOTYP POSTALIA LIMITED (TELESET),90476,566261823,Transformation & Business Services,Postages,A45015,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051382," 5,000.00 ",FRANCOTYP POSTALIA LIMITED (TELESET),90476,566261823,Transformation & Business Services,Postages,A45015,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053572," 5,139.71 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050821," 5,153.38 ",WSP UK LIMITED,85394,905054942,Planning,Fees,A44038,R0577002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053446," 5,237.34 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050094," 5,261.00 ",REAL LIFE PSYCHOLOGY COMMUNITY INTEREST COMPANY,361509,,Public Health,Payments to Private Contractors,A57115,R0316047,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051219," 5,400.00 ",MOOR TO LIFE E & W COMMUNITY INTEREST COMPANY,393010,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22048231," 5,598.20 ",THE OUTDOORS SCHOOL *33*,362971,312604642,Dedicated Schools Grant,Independent Special School Fees,A61052,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053626," 5,961.56 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053543," 6,501.72 ",WSP UK LIMITED,85394,905054942,Highways & Infrastructure Development,Fees,A44038,R0572001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053593," 6,745.65 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050809," 6,986.76 ",WSP UK LIMITED,85394,905054942,Highways & Infrastructure Development,Fees,A44038,R0571003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22052029," 7,125.16 ",David Trickett T/A Countryside & Garden,21818,409946757,Capital - Highways,Works,C02009,C0652001,DCC CIS Suppliers
18,Devon County Council,08/12/2025,22053535," 7,172.77 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053576," 7,285.23 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0654001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053594," 7,286.80 ",WSP UK LIMITED,85394,905054942,Highways & Infrastructure Development,Fees,A44038,R0560002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053645," 7,498.22 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22055471," 8,283.88 ",WSP UK LIMITED,85394,905054942,Highways & Infrastructure Development,Fees,A44038,R0572001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051149," 8,400.00 ",CAPITA BUSINESS SERVICES LIMITED,18974,618184140,Transformation & Business Services,Communications,A45025,R0353008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050366," 8,568.00 ",BLUE SCREEN IT TRADING AS BIT GROUP,228948,855461116,"Economy, Enterprise and Skills",Fees,A44038,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051337," 8,568.00 ",BLUE SCREEN IT TRADING AS BIT GROUP,228948,855461116,"Economy, Enterprise and Skills",Fees,A44038,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050369," 8,650.00 ",RUDDLESDEN GEOTECHNICAL LIMITED,195611,834709611,Capital - Children & Schools Expansions,External Professional Fees,C02011,C0657001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22055193," 8,650.00 ",THAMES ESTUARY PARTNERSHIP UCL,71232,524371168,Children's Social Care,Staff Training Expenses - Non Payroll,A16015,R0046011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22055200," 8,650.00 ",THAMES ESTUARY PARTNERSHIP UCL,71232,524371168,Children's Social Care,Staff Training Expenses - Non Payroll,A16015,R0046011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053620," 8,854.78 ",WSP UK LIMITED,85394,905054942,Highways & Infrastructure Development,Fees,A44038,R0570001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22049149," 8,880.58 ",SME HCI LIMITED TRADING AS VIVUP,397379,477991617,People and Culture,Other Supplies & Services,A49105,R0502001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051388," 9,669.60 ",BLUE SCREEN IT TRADING AS BIT GROUP,228948,855461116,"Economy, Enterprise and Skills",Fees,A44038,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053595," 10,305.15 ",WSP UK LIMITED,85394,905054942,Highways & Infrastructure Development,Fees,A44038,R0572001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053655," 10,720.45 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051664," 10,750.00 ",APPROPRIATE ADULT SERVICE LIMITED,348287,243580216,Commissioning,Fees,A44038,R0484003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053640," 10,788.30 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051436," 11,016.00 ",BLUE SCREEN IT TRADING AS BIT GROUP,228948,855461116,"Economy, Enterprise and Skills",Fees,A44038,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051573," 14,192.80 ",MARINE & CIVIL SOLUTIONS LIMITED,283395,431868383,Capital - Highways,Works,C02009,C0671007,DCC CIS Suppliers
18,Devon County Council,08/12/2025,22053435," 14,288.91 ",WSP UK LIMITED,85394,905054942,Planning,Fees,A44038,R0577002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22048326," 14,967.08 ",THE LIBRA SCHOOL,136211,478671242,Dedicated Schools Grant,Independent Special School Fees,A61052,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051543," 18,360.00 ",BLUE SCREEN IT TRADING AS BIT GROUP,228948,855461116,"Economy, Enterprise and Skills",Fees,A44038,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053571," 23,307.97 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0654001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053625," 24,475.54 ",WSP UK LIMITED,85394,905054942,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053651," 26,335.98 ",WSP UK LIMITED,85394,905054942,Highways & Infrastructure Development,Fees,A44038,R0572001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22048464," 26,635.22 ",SME HCI LIMITED TRADING AS VIVUP,397379,477991617,People and Culture,Other Supplies & Services,A49105,R0502001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053426," 27,921.01 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050944," 29,320.00 ",CAPITA BUSINESS SERVICES LIMITED,18974,618184140,Transformation & Business Services,Communications,A45025,R0353008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051967," 37,083.41 ",AFIT COMMERCIAL LIMITED,384623,206655022,Capital - Schools Maintenance & Improvements,Works,C02009,C0658001,DCC CIS Suppliers
18,Devon County Council,08/12/2025,22051629," 40,087.82 ",TRINITY SCHOOL,62170,481002235,Dedicated Schools Grant,Independent Special School Fees,A61052,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053591," 43,972.28 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0654001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22051154," 47,340.38 ",CAPITA BUSINESS SERVICES LIMITED,18974,618184140,Transformation & Business Services,Communications,A45025,R0353008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22050929," 60,460.00 ",CAPITA BUSINESS SERVICES LIMITED,18974,618184140,Transformation & Business Services,Communications,A45025,R0353008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22053701," 147,339.24 ",WSP UK LIMITED,85394,905054942,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0671003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22044453," 230,414.17 ",ACORN CARE & EDUCATION LIMITED,333557,902188441,Dedicated Schools Grant,Independent Special School Fees,A61052,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22048329," 240,655.13 ",THE LIBRA SCHOOL,136211,478671242,Dedicated Schools Grant,Independent Special School Fees,A61052,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,08/12/2025,22056733," 350,000.00 ",STAGECOACH DEVON LIMITED,21413,435757819,"Transport Operations, Environment and Waste",Other Supplies & Services,A49105,R0579004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22056099, 550.87 ,NORSE SOUTH WEST LIMITED,279741,785421021,Transformation & Business Services,Security / Surveillance Equipment Maintenance,A20015,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22052890, 559.80 ,BLEEP 360 CARE LIMITED,360406,355167685,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22056555, 575.00 ,KENNFORD TARMACADAM LIMITED,24534,976391178,Capital - Highways,Works,C02009,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22051058, 600.00 ,GROUP ACCOMMODATION,390271,886025701,Inclusion & Learning,Publicity/Advertising,A44005,R0102001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22051775, 600.00 ,OUT OF THE BOX PLAY & C A T,365496,,P-Ledger - Separate Legal Entity,Support for Children in Care,A61060,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22056861, 600.00 ,DEVON SCHOOLS LEADERSHIP SERVICES,373231,370331036,Inclusion & Learning,Publicity/Advertising,A44005,R0020006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22054221, 618.49 ,OCEAN HEALTHCARE,371633,776836374,Operations,Agency Supply Staff,A11005,R0269001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22050610, 710.30 ,SOUTHERN TIMBER COMPANY,138682,754796577,Highways & Infrastructure Development,Stock Materials,A40070,R0557041,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22056983, 719.15 ,THORNBURY NURSING SERVICES LIMITED,270465,676285493,Children's Social Care,Agency Supply Staff,A11005,R0095004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22020877, 728.00 ,CHERISHEDCARE DEVON,304476,,Children's Social Care,Community based care,A61200,R0046004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22052958, 803.63 ,OCEAN HEALTHCARE,371633,776836374,Operations,Agency Supply Staff,A11005,R0268001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22051959," 1,122.55 ",CATHERINE FITCH,365407,,P-Ledger - Separate Legal Entity,Support for Children in Care,A61060,P0432008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,22057093," 1,575.00 ",NORSE SOUTH WEST LIMITED,279741,785421021,Capital - Schools Maintenance & Improvements,External Professional Fees,C02011,C0658001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,09/12/2025,150261716," 1,666.81 ",M Group Highways Limited,375383,927200546,Capital - Highways,Term Maintenance Contract,C02051,C0671005,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
