Body,Name of Body,Date,Transaction number, Amount ,Supplier name,Supplier ID,VAT reg no,Expense area,Expense type,Expense code,Costcuk,Creditor type
18,Devon County Council,02/01/2026,22056163, 900.00 ,James Rees KBG,602817,676185890,"Chief Exec, Legal & Democratic services",Legal & Conveyancing Charges,A44968,R0276001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22057606, 996.00 ,ESTEEM TEAM COMMUNITY INTEREST COMPANY,366509,,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22061055," 1,018.48 ",BE YOUR BEST MENTORING LIMITED,385179,426486966,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22049733," 1,152.90 ",RIVIERA TUITION,344475,292439870,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22060849," 1,186.56 ",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22050178," 1,386.50 ",DR CAS SCHNEIDER,396745,,Children's Social Care,Training/Workshops - Non Staff,A44175,R0095007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22059523," 1,450.15 ",DR JHETAM LIMITED,319682,,Operations,Fees,A44038,R0222002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22051264," 1,559.00 ",CHIPSIDE LIMITED,280928,812080569,Highways & Infrastructure Development,Fees,A44038,R0556016,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058816," 1,600.00 ",SPARKS LEARNING LIMITED,394786,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22049740," 1,632.48 ",RIVIERA TUITION,344475,292439870,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058805," 2,100.00 ",SPARKS LEARNING LIMITED,394786,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22060837," 2,153.90 ",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22057680," 2,240.00 ",PROGRESSION SERVICES LIMITED,390181,439882639,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058354," 2,240.00 ",PROGRESSION SERVICES LIMITED,390181,439882639,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058357," 2,240.00 ",PROGRESSION SERVICES LIMITED,390181,439882639,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058361," 2,240.00 ",PROGRESSION SERVICES LIMITED,390181,439882639,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058826," 2,250.00 ",NURTURE IN NATURE CHILDREN AND FAMILIES CIC,384801,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058849," 2,250.00 ",NURTURE IN NATURE CHILDREN AND FAMILIES CIC,384801,,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22057503," 2,500.00 ",WATTS TRAINING AND EDUCATION LIMITED,385552,369169746,Children's Social Care,Training/Workshops - Non Staff,A44175,R0095004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22057672," 2,640.00 ",ESTEEM TEAM COMMUNITY INTEREST COMPANY,366509,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22060188," 2,666.00 ",D B S BASIC CHECKS,350747,,People and Culture,Other Employee Expenses,A12510,R0472004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22060558," 2,700.00 ",ESTEEM TEAM COMMUNITY INTEREST COMPANY,366509,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058833," 2,812.50 ",NURTURE IN NATURE CHILDREN AND FAMILIES CIC,384801,,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22059927," 2,999.75 ",ASPIRE SOCIAL WORK SERVICES LIMITED,329159,261463708,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058837," 3,375.00 ",NURTURE IN NATURE CHILDREN AND FAMILIES CIC,384801,,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22050676," 3,623.00 ",1633 ENTERPRISES LIMITED,396844,,Inclusion & Learning,Hire of Rooms,A22010,R0101001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22026117," 3,733.33 ",INSPIRE SOUTH WEST,326670,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22053772," 3,750.00 ",GATENBY SANDERSON LIMITED,185427,204515545,Finance & Public Value,Staff Recruitment Advertising,A17005,R0209001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22060445," 4,000.00 ",DARTMOOR OUTDOOR TRAINING CENTRE,357380,,Children's Social Care,"Grants to voluntary, community and social enterprise organisations",A52010,R0007006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22061224," 4,435.58 ",CHRIS DRAKE,387212,,Transformation & Business Services,Supported Accommodation - Child,A62000,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22050735," 5,000.00 ",THE BODY HAPPY ORGANISATION CIC,600355,,Public Health,Payments to Private Contractors,A57115,R0316083,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22061226," 5,107.51 ",CHRIS DRAKE,387212,,Transformation & Business Services,Supported Accommodation - Child,A62000,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22061227," 5,107.51 ",CHRIS DRAKE,387212,,Transformation & Business Services,Supported Accommodation - Child,A62000,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058362," 5,600.00 ",PROGRESSION SERVICES LIMITED,390181,439882639,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22061441," 6,000.00 ",TUBERS ACADEMY LIMITED,348033,300702466,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22060199," 6,712.25 ",PLYMOUTH CITYBUS LIMITED,13532,447433443,"Transport Operations, Environment and Waste",Contract Hire Scheme,A32010,R0575001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22059985," 7,600.00 ",Enchanted Hill,603029,,Dedicated Schools Grant,Other Recoupment Expenditure (3rd),A53035,R0111006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22059646," 9,360.00 ",ST SIDWELLS CENTRE,65554,,Communities,"Grants to voluntary, community and social enterprise organisations",A52010,R0530011,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22060894," 10,000.00 ",FRANCOTYP POSTALIA LIMITED (TELESET),90476,566261823,Transformation & Business Services,Postages,A45015,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058847," 10,267.70 ",INSPIRE SOUTH WEST,326670,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22058850," 12,851.82 ",OPTIMA HEALTH UK,403472,367726459,People and Culture,Fees,A44038,R0303006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22060642," 12,988.00 ",COASTAL RECYCLING SERVICES LIMITED,6160,823821047,"Transport Operations, Environment and Waste",Main / Term Contractor,A46100,R0595008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22061028," 27,485.00 ",EAST DEVON DISTRICT COUNCIL (GEN ACCOUNT),96091,142218990,Capital - Children & Schools Expansions,External Professional Fees,C02011,C0657001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22059932," 270,554.02 ",SUEZ RECYCLING & RECOVERY UK LIMITED,208690,444085847,"Transport Operations, Environment and Waste",Main / Term Contractor,A46100,R0605001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,02/01/2026,22060056," 561,562.00 ",PLYMOUTH CITY COUNCIL (RADIUS ACCOUNT,87504,144675845,"Transport Operations, Environment and Waste",Main / Term Contractor,A46100,R0594003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22060690, 550.00 ,TIMOTHY LEADER,366206,989915829,Highways & Infrastructure Development,Legal & Conveyancing Charges,A44968,R0554001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22059564, 630.00 ,Jennifer Roder Ltd,344982,,Dedicated Schools Grant,Independent Special School Fees,A61052,R0089003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22051651, 686.00 ,SOUTH WEST RESEARCH COMPANY LIMITED,291980,998215765,"Economy, Enterprise and Skills",Consultancy Services,A44065,R0544007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058378, 706.40 ,SUPPORT'ED LIMITED,352913,373393085,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22040884, 754.27 ,RICOH UK LIMITED,7150,524161280,"Chief Exec, Legal & Democratic services",Equipment,A40920,R0278001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22060340, 760.00 ,PRESCRIPTION TRAINING COMPANY LIMITED,272828,917151633,People and Culture,Fees,A44038,R0303008,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22059971, 765.00 ,TRADING STANDARDS SOUTH WEST COMMUNITY INTEREST COMPANY,350412,291165695,Other PH Services,Staff Training Expenses - Non Payroll,A16015,R0548001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061821, 814.73 ,TEAM EDUCATE LIMITED BACS,374563,336808777,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058186, 967.53 ,NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058192, 967.53 ,NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058201, 967.53 ,NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058122," 1,000.00 ",HORWOOD COOMBE INSPIRE LIMITED,315946,481864066,Children's Social Care,Community based care,A61200,R0044004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22059432," 1,187.60 ",TEIGN TREES & LANDSCAPES SOUTH WEST LIMITED,209228,250371238,Highways & Infrastructure Development,Other Hired & Contracting Services,A49005,R0557010,DCC CIS Suppliers
18,Devon County Council,05/01/2026,22058115," 1,200.00 ",LEONE ELLIS THERAPEUTIC SERVICES,398323,,Children's Social Care,Support for Children in Care,A61060,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22060342," 1,200.00 ",JEREMY HAWKE COURIER,318862,399346830,Inclusion & Learning,Postages,A45015,R0121001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058206," 1,209.40 ",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22060691," 1,300.00 ",ARBMARK TREE CARE,312136,255816779,Highways & Infrastructure Development,Other Hired & Contracting Services,A49005,R0552006,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22040902," 1,318.54 ",RICOH UK LIMITED,7150,524161280,Transformation & Business Services,Printing,A43010,R0333026,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061394," 1,332.00 ",LIVE TO LEARN EDUCATION LIMITED,380514,444356785,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061383," 1,336.50 ",361 ENERGY,292101,,"Transport Operations, Environment and Waste",Fees,A44038,R0615001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058190," 1,390.80 ",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058188," 1,451.27 ",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058200," 1,451.27 ",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061386," 1,503.00 ",LIVE TO LEARN EDUCATION LIMITED,380514,444356785,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058864," 1,589.40 ",SUPPORT'ED LIMITED,352913,373393085,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22060038," 1,600.00 ",POS ENTERPRISES LIMITED,227954,850170454,Planning,Subscriptions,A47010,R0634001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22049261," 1,629.44 ",TEAM EDUCATE LIMITED BACS,374563,336808777,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22050328," 1,725.10 ",NORTH DEVON TYRES LIMITED,100826,800423877,"Transport Operations, Environment and Waste",Vehicles Repairs,A30010,R0584003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22049559," 1,770.49 ",STORMPRESS,122181,321041328,"Chief Exec, Legal & Democratic services",Printing,A43010,R0285001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061324," 1,776.00 ",LIVE TO LEARN EDUCATION LIMITED,380514,444356785,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058461," 1,986.75 ",SUPPORT'ED LIMITED,352913,373393085,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061756," 1,991.64 ",DR GARY TUDOR,308663,,Operations,Fees,A44038,R0222002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058126," 2,000.00 ",LEONE ELLIS THERAPEUTIC SERVICES,398323,,Children's Social Care,Support for Children in Care,A61060,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061325," 2,004.00 ",LIVE TO LEARN EDUCATION LIMITED,380514,444356785,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061032," 2,027.20 ",PROSPERO RECRUITMENT LIMITED,352539,486704947,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22059964," 2,100.00 ",LEONE ELLIS THERAPEUTIC SERVICES,398323,,Children's Social Care,Support for Children in Care,A61060,R0106002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061780," 2,335.68 ",DR GARY TUDOR,308663,,Operations,Fees,A44038,R0222002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058018," 2,375.00 ",LOGOTECH SYSTEMS,23418,584228228,Finance & Public Value,Equipment,A40920,R0212001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061183," 2,403.09 ",WESTCOUNTRY MAINTENANCE SERVICES LIMITED,229952,915005854,Capital other - Digital Technology & Business Services,Works,C02009,C0647001,DCC CIS Suppliers
18,Devon County Council,05/01/2026,22051727," 2,413.33 ",EXETER RUGBY CLUB LTD,34972,918551313,"Transport Operations, Environment and Waste",Hire of Rooms,A22010,R0611003,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058204," 2,418.80 ",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058205," 2,418.80 ",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Services for Educational Estabs - Devon,A44180,R0010004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22059855," 2,436.19 ",QUALITY MARKING SERVICES LIMITED,86608,777323994,Capital - Highways,Works,C02009,C0671005,DCC CIS Suppliers
18,Devon County Council,05/01/2026,22058185," 2,721.15 ",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058120," 2,781.21 ",VALLEY MOBILITY SERVICES LIMITED,87203,728762990,P-Ledger - Separate Legal Entity,Equipment (Care),A61054,P0391002,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058194," 2,871.15 ",NEXT STEPS EDUCATION LIMITED,389810,440621822,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058806," 3,600.00 ",SPARKS LEARNING LIMITED,394786,,Dedicated Schools Grant,Other professional Services (Schools),A44185,R0082007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061077," 3,697.50 ",BLUE SCREEN IT TRADING AS BIT GROUP,228948,855461116,"Economy, Enterprise and Skills",Fees,A44038,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22061051," 3,920.00 ",Acrospire,601739,382717966,Highways & Infrastructure Development,Main / Term Contractor,A46100,R0567007,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058116," 4,166.00 ",F W A G SOUTH WEST,316031,127629304,"Capital - Planning, Transportation and Environment",External Professional Fees,C02011,C0656001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22056860," 4,672.08 ",FOCUS TRAINING SOUTH WEST LIMITED,334251,158953365,"Economy, Enterprise and Skills",Fees,A44038,R0546004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22053937," 4,692.09 ",E & J W GLENDINNING LIMITED,62732,668406312,Capital - Highways,Works,C02009,C0652001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22056525," 4,896.32 ",TORBAY & SOUTH DEVON NHS,290092,654941219,Children's Social Care,Fees,A44038,R0015004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058084," 4,986.30 ",TULLETT PREBON EUROPE LIMITED,108808,244850654,Below the line,Miscellaneous Interest Payable,A85077,R0515082,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22060347," 6,000.00 ",JO COULSON TRAINING SERVICES,368425,244127527,Children's Social Care,Training/Workshops - Non Staff,A44175,R0015001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22060954," 6,901.00 ",CREMTOR LIMITED,365885,392379361,Other PH Services,Fees,A44038,R0548001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22048905," 7,461.80 ",CANTIUM BUSINESS SOLUTIONS LIMITED,354810,294540288,People and Culture,Other Employee Expenses,A12510,R0472004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22059801," 8,016.00 ",SKYGUARD,351428,285808854,Other PH Services,Health & Safety Equipment,A40080,R0548001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22060031," 8,696.50 ",SHERRELL FREDERICK LIMITED,14402,591319333,Capital - Highways,External Professional Fees,C02011,C0671004,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058084," 9,016.44 ",TULLETT PREBON EUROPE LIMITED,108808,244850654,Below the line,Miscellaneous Interest Payable,A85077,R0515082,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22058235," 9,060.00 ",FARMING&WILDLIFE ADVISORY GROUP SOUTH WEST,290044,127629304,"Transport Operations, Environment and Waste",Fees,A44038,R0645001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22052156," 9,403.63 ",AVC WISE LIMITED TRADING AS MY MONEY MATTERS,386397,298413370,People and Culture,Fees,A44038,R0502001,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
18,Devon County Council,05/01/2026,22051138," 10,000.00 ",MUFG Corporate Services,229856,191229017,Below the line,Subscriptions,A47010,R0515085,"DCC Business Entities (Sole Trade, Partnership, Ltd)"
